Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
15;1200755;Свободная форма с печатью работодателя;Ремонт;1;0.37;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1200775;Поступление зарплаты на счет;Ремонт;0;0.27;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;38;26;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1200795;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;высшее;менеджер по продажам;>250;0;50;33;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1200815;Форма банка (без печати работодателя);Ремонт;1;0.22;женский;0;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1200835;Форма банка (без печати работодателя);Ремонт;0;0.13;мужской;0;0;высшее;менеджер среднего звена;>250;0;39;34;Торговля;ООО;женат / замужем;1;1;1;0;0;0.0571428571;1;0;0;0;0.5;1;1;33;2;0;0;16;19;1;0;0;0;0;0;0
15;1200855;Форма банка (без печати работодателя);Покупка автомобиля;0;0.47;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>250;0;46;24;Торговля;Индивидуальный предприниматель;холост / не замужем;4;4;4;2;0;0.0581395349;1;0;0;0;0.6;3;2;81;5;1;0;10;33;1;0;0;0;0;0;0
15;1200875;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.32;женский;0;0;высшее;вспомогательный персонал;>250;1;12;25;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.6904761905;0;0;0;0;0;0;4;13;4;0;1;4;32;1;1;1;1;0;0;1
15;1200895;Поступление зарплаты на счет;Покупка автомобиля;0;0.39;женский;0;0;высшее;специалист;>250;0;16;28;Торговля;ООО;разведен / разведена;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
15;1200915;Форма банка (без печати работодателя);Ремонт;1;0.36;женский;0;0;высшее;вспомогательный персонал;>250;0;27;40;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1200935;Форма банка (без печати работодателя);Ремонт;1;0.5;мужской;0;0;высшее;специалист;>250;0;49;40;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1200955;2НДФЛ;Ремонт;1;0.5;мужской;0;0;высшее;специалист;>250;0;44;51;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1200975;Форма банка (без печати работодателя);Ремонт;1;0.38;женский;0;0;ученая степень;специалист;>250;0;19;51;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1200995;Свободная форма с печатью работодателя;Покупка мебели;0;0.07;мужской;2;0;среднее-специальное;менеджер среднего звена;>250;0;104;36;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201015;2НДФЛ;Покупка недвижимости/ строительство;0;0.31;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201035;2НДФЛ;Ремонт;1;0.49;мужской;1;0;высшее;рабочий;>250;3;20;26;Торговля;ООО;женат / замужем;1;1;1;1;1;0;0;1;0;0;1;2;0;12;2;2;0;4;6;0;0;0;0;0;0;0
15;1201055;Поступление зарплаты на счет;Ремонт;1;0.49;женский;2;0;среднее-специальное;вспомогательный персонал;>250;0;33;33;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201075;Форма банка (без печати работодателя);Ремонт;1;0.58;женский;0;0;высшее;специалист;>250;0;42;46;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201095;2НДФЛ;Покупка бытовой техники;1;0.37;женский;0;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201115;Форма банка (без печати работодателя);Ремонт;0;0.23;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;144;49;Другое;ООО;женат / замужем;0;0;0;0;0;0.0243902439;0;0;0;0;0;0;4;80;4;0;4;18;98;1;0;0;0;0;0;0
15;1201135;Форма банка (без печати работодателя);Ремонт;1;0.32;мужской;1;0;высшее;специалист;>250;0;67;38;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;2;1;40;3;0;1;25;47;0;0;0;0;0;0;0
15;1201155;2НДФЛ;Ремонт;1;0.54;женский;0;0;высшее;вспомогательный персонал;>250;0;31;31;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201175;Форма банка (без печати работодателя);Ремонт;0;0.3;мужской;0;0;высшее;специалист;< 50;0;13;28;Другое;ООО;холост / не замужем;1;1;1;1;0;0.0082644628;0;0;0;0;0.6;3;2;120;5;2;0;30;85;1;0;0;0;0;0;0
15;1201195;Поступление зарплаты на счет;Ремонт;0;0.37;мужской;0;0;высшее;менеджер среднего звена;>250;0;31;32;Торговля;ООО;повторный брак;2;1;1;1;1;0.5119047619;1;1;0;0;0.4;4;6;123;10;2;0;5;103;1;1;1;1;0;0;0
15;1201215;Форма банка (без печати работодателя);Ремонт;1;0.18;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201235;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201255;Поступление зарплаты на счет;Ремонт;1;0.49;женский;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;11;43;Другое;ООО;женат / замужем;0;0;0;0;0;0.2774566474;0;1;0;0;0.625;5;3;125;8;3;0;4;81;1;1;1;1;1;0;0
15;1201275;Форма банка (без печати работодателя);Покупка автомобиля;1;0.32;женский;0;0;высшее;специалист;< 50;0;138;53;Торговля;ООО;женат / замужем;1;1;1;0;0;0.0058139535;1;0;0;0;0.5555555556;5;4;171;9;2;1;14;87;1;0;0;0;0;0;0
15;1201295;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.05;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;93;30;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201315;Поступление зарплаты на счет;Покупка автомобиля;0;0.13;мужской;1;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201335;Форма банка (без печати работодателя);Покупка земли;1;0.42;женский;1;0;высшее;специалист;>250;0;24;30;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201355;2НДФЛ;Покупка автомобиля;0;0.41;мужской;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201375;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;женский;1;0;среднее-специальное;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201395;Поступление зарплаты на счет;Покупка автомобиля;1;0.42;мужской;1;0;второе высшее;менеджер по продажам;>250;1;6;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201415;Форма банка (без печати работодателя);Ремонт;0;0.29;мужской;0;0;высшее;менеджер высшего звена;< 50;0;66;40;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201435;2НДФЛ;Ремонт;1;0.08;мужской;0;0;высшее;торговый представитель;>250;0;39;41;Торговля;ООО;женат / замужем;1;1;1;1;1;0.6373626374;0;0;0;0;0.5;1;1;33;2;0;0;83;90;1;1;0;0;0;0;0
15;1201455;2НДФЛ;Покупка автомобиля;1;0.48;мужской;1;0;высшее;специалист;>250;0;83;35;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201475;Форма банка (без печати работодателя);Другое;1;0.55;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;72;49;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201495;2НДФЛ;Покупка недвижимости/ строительство;0;0.07;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201515;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.43;женский;0;0;высшее;вспомогательный персонал;>250;0;12;49;Другое;ОАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
15;1201535;Форма банка (без печати работодателя);Покупка автомобиля;1;0.27;женский;0;0;высшее;менеджер среднего звена;>250;0;23;41;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;0.3333333333;2;4;38;6;2;1;15;88;0;0;0;0;0;0;0
15;1201555;2НДФЛ;Ремонт;1;0.35;мужской;1;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201575;2НДФЛ;Ремонт;0;0.58;женский;1;0;высшее;специалист;>250;0;12;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201595;2НДФЛ;Ремонт;1;0.3;мужской;2;0;среднее;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201615;Поступление зарплаты на счет;Ремонт;0;0.19;мужской;0;0;высшее;специалист;>250;0;26;27;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
15;1201635;Форма банка (без печати работодателя);Ремонт;1;0.28;женский;0;0;среднее-специальное;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201655;2НДФЛ;Ремонт;1;0.57;мужской;0;0;высшее;рабочий;>250;0;38;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201675;Форма банка (без печати работодателя);Покупка автомобиля;0;0.16;мужской;0;0;высшее;вспомогательный персонал;>250;0;85;47;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201695;Поступление зарплаты на счет;Ремонт;0;0.39;женский;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201715;;Ремонт;0;;женский;0;0;Высшее/Второе высшее/Ученая степень;другое;;0;7;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201735;Форма банка (без печати работодателя);Ремонт;0;0.39;женский;0;0;высшее;торговый представитель;>250;0;49;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201755;Форма банка (без печати работодателя);Ремонт;1;0.39;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201775;Форма банка (без печати работодателя);Ремонт;1;0.34;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;61;28;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.6;3;2;123;5;1;0;22;57;0;0;0;0;0;0;0
15;1201795;Форма банка (без печати работодателя);Покупка автомобиля;1;0.59;мужской;1;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201815;;Ремонт;0;;женский;1;0;высшее;другое;;0;77;36;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201835;2НДФЛ;Покупка недвижимости/ строительство;1;0.09;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201855;Форма банка (без печати работодателя);Ремонт;0;0.28;мужской;0;0;высшее;вспомогательный персонал;>250;0;25;44;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201875;Поступление зарплаты на счет;Ремонт;1;0.31;женский;2;0;высшее;специалист;>250;0;109;38;Торговля;ЗАО;женат / замужем;3;2;2;1;1;0.2788461538;1;1;1;1;0.2222222222;2;7;75;9;1;2;1;90;1;0;0;0;0;0;0
15;1201895;Форма банка (без печати работодателя);Ремонт;1;0.37;женский;0;0;среднее-специальное;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201915;2НДФЛ;Ремонт;1;0.41;женский;1;0;незаконченное высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201935;2НДФЛ;Ремонт;0;0.53;женский;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201955;2НДФЛ;Ремонт;0;0.51;женский;2;0;высшее;специалист;< 50;0;18;35;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201975;Форма банка (без печати работодателя);Ремонт;1;0.25;женский;0;0;среднее-специальное;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1201995;2НДФЛ;Покупка автомобиля;1;0.47;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202015;Свободная форма с печатью работодателя;Ремонт;1;0.59;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202035;2НДФЛ;Ремонт;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;127;44;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202055;Свободная форма с печатью работодателя;Ремонт;1;0.42;женский;1;0;высшее;рабочий;>250;3;34;40;Торговля;ООО;холост / не замужем;1;1;1;1;1;0.0740740741;0;0;0;0;1;2;0;25;2;1;0;26;26;1;0;0;0;0;0;0
15;1202075;Поступление зарплаты на счет;Ремонт;0;0.45;мужской;0;0;второе высшее;менеджер среднего звена;>250;1;63;31;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202095;Форма банка (без печати работодателя);Ремонт;0;0.39;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;271;58;Торговля;ООО;женат / замужем;2;1;1;1;1;0.0168067227;1;0;0;0;0.2857142857;2;5;117;7;1;1;19;103;1;0;0;0;0;0;0
15;1202115;Форма банка (без печати работодателя);Ремонт;0;0.26;женский;0;0;высшее;специалист;>250;0;17;24;Торговля;ООО;холост / не замужем;2;2;2;2;0;0.1428571429;0;2;1;1;0.6666666667;2;1;12;3;1;1;-1;11;1;0;0;0;0;0;0
15;1202135;2НДФЛ;Покупка автомобиля;1;0.41;мужской;1;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202155;2НДФЛ;Ремонт;0;0.58;женский;0;0;высшее;специалист;>250;0;8;51;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202175;2НДФЛ;Ремонт;1;0.44;мужской;0;0;среднее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202195;Форма банка (без печати работодателя);Ремонт;1;0.33;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;41;27;Другое;Иная форма;холост / не замужем;3;0;0;0;0;0;1;0;0;0;0;0;4;66;4;0;1;2;52;0;0;0;0;0;0;0
15;1202215;Форма банка (без печати работодателя);Ремонт;0;0.17;мужской;0;0;высшее;специалист;>250;0;247;49;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202235;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.2;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202255;2НДФЛ;Покупка автомобиля;0;0.45;женский;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202275;Свободная форма с печатью работодателя;Ремонт;1;0.27;мужской;0;0;высшее;менеджер среднего звена;>250;0;100;38;Другое;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
15;1202295;Форма банка (без печати работодателя);Ремонт;1;0.48;мужской;0;0;*n.a.*;рабочий;>250;0;23;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202315;2НДФЛ;Покупка автомобиля;0;0.46;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202335;Форма банка (без печати работодателя);Ремонт;1;0.43;женский;0;0;среднее-специальное;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202355;2НДФЛ;Покупка автомобиля;1;0.46;мужской;2;0;высшее;специалист;>250;0;107;29;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202375;Форма банка (без печати работодателя);Ремонт;1;0.49;мужской;0;0;среднее-специальное;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202395;2НДФЛ;Ремонт;0;0.48;женский;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202415;Поступление зарплаты на счет;Ремонт;0;0.26;женский;0;0;высшее;вспомогательный персонал;>250;0;12;26;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;8;8;0;0;0;0;0;0;0
15;1202435;Свободная форма с печатью работодателя;Ремонт;0;0.46;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202455;2НДФЛ;Ремонт;1;0.57;мужской;2;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202475;2НДФЛ;Ремонт;1;0.59;женский;1;0;высшее;специалист;>250;0;56;41;Другое;ОАО;женат / замужем;1;0;0;0;0;0.0076923077;1;0;0;0;0;0;7;129;7;0;3;13;91;1;0;0;0;0;0;0
15;1202495;2НДФЛ;Ремонт;0;0.53;мужской;0;0;высшее;специалист;>250;0;40;45;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202515;Форма банка (без печати работодателя);Ремонт;1;0.56;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;244;57;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202535;2НДФЛ;Ремонт;1;0.25;женский;0;0;высшее;специалист;>250;3;108;27;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202555;Свободная форма с печатью работодателя;Ремонт;1;0.32;мужской;0;0;высшее;рабочий;>250;0;22;27;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202575;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202595;Форма банка (без печати работодателя);Покупка автомобиля;1;0.32;женский;1;0;высшее;специалист;< 50;0;46;32;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202615;Поступление зарплаты на счет;Покупка автомобиля;1;0.45;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;39;27;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202635;Форма банка (без печати работодателя);Ремонт;1;0.38;мужской;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202655;2НДФЛ;Покупка земли;1;0.59;мужской;0;0;незаконченное высшее;специалист;>250;0;79;32;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202675;2НДФЛ;Ремонт;1;0.55;женский;0;0;высшее;вспомогательный персонал;>250;0;34;31;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0;1;1;0;0;0.875;7;1;80;8;6;0;3;82;0;0;0;0;0;0;0
15;1202695;Поступление зарплаты на счет;Ремонт;1;0.57;женский;2;0;высшее;специалист;>250;0;17;38;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202715;Форма банка (без печати работодателя);Ремонт;1;0.21;женский;0;0;второе высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202735;Форма банка (без печати работодателя);Ремонт;1;0.34;женский;2;0;высшее;вспомогательный персонал;>250;0;111;37;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202755;2НДФЛ;Покупка автомобиля;1;0.37;мужской;1;0;второе высшее;рабочий;>250;1;68;28;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202775;Форма банка (без печати работодателя);Ремонт;0;0.58;мужской;0;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202795;Поступление зарплаты на счет;Покупка автомобиля;0;0.47;мужской;0;0;высшее;специалист;>250;0;19;48;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202815;2НДФЛ;Покупка земли;0;0.49;женский;1;0;высшее;вспомогательный персонал;>250;1;299;44;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202835;Поступление зарплаты на счет;Покупка автомобиля;0;0.21;мужской;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202855;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.29;мужской;0;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202875;2НДФЛ;Ремонт;1;0.36;женский;0;0;высшее;специалист;>250;0;11;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202895;2НДФЛ;Покупка недвижимости/ строительство;0;0.44;мужской;0;0;Высшее/Второе высшее/Ученая степень;торговый представитель;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202915;2НДФЛ;Ремонт;1;0.21;мужской;2;0;высшее;менеджер по продажам;< 50;0;36;29;Торговля;ООО;женат / замужем;0;0;0;0;0;0.1348314607;1;0;0;0;0.5;6;6;77;12;5;0;8;87;1;0;0;0;0;0;0
15;1202935;Форма банка (без печати работодателя);Ремонт;0;0.33;мужской;1;0;высшее;менеджер среднего звена;< 50;0;25;42;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202955;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;высшее;вспомогательный персонал;< 50;0;14;33;Юридические услуги;ООО;женат / замужем;1;1;1;1;1;0.8067226891;0;0;0;0;0;2;3;23;5;2;0;74;104;1;1;1;1;1;1;1
15;1202975;2НДФЛ;Ремонт;1;0.49;мужской;2;0;среднее-специальное;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1202995;Свободная форма с печатью работодателя;Ремонт;1;0.17;мужской;0;0;*n.a.*;менеджер по продажам;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1203015;2НДФЛ;Ремонт;1;0.26;женский;0;0;высшее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1203035;Поступление зарплаты на счет;Ремонт;1;0.27;женский;1;0;высшее;вспомогательный персонал;>250;0;24;30;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.25;1;3;35;4;1;0;6;68;0;0;0;0;0;0;0
15;1203055;Свободная форма с печатью работодателя;Ремонт;1;0.59;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1203075;2НДФЛ;Ремонт;1;0.37;мужской;0;0;высшее;вспомогательный персонал;>250;0;81;35;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1203095;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.31;мужской;0;0;высшее;менеджер высшего звена;< 50;0;32;28;Торговля;ООО;холост / не замужем;3;2;2;0;0;0.0294117647;0;0;0;0;1;4;0;66;4;1;0;9;38;1;0;0;0;0;0;0
15;1203115;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.49;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;38;24;Другое;ООО;холост / не замужем;1;1;1;0;0;0;0;2;0;0;1;4;0;25;4;1;0;3;13;0;0;0;0;0;0;0
15;1203135;2НДФЛ;Ремонт;0;0.37;женский;0;0;высшее;специалист;>250;0;7;29;Торговля;ООО;гражданский брак;6;6;6;6;4;0.0076335878;1;1;1;0;0.3333333333;3;6;130;9;2;0;2;87;1;0;0;0;0;0;0
15;1203155;2НДФЛ;Ремонт;1;0.49;мужской;0;0;высшее;специалист;< 50;3;43;33;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1203175;Форма банка (без печати работодателя);Ремонт;1;0.54;женский;2;0;среднее-специальное;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1203195;2НДФЛ;Покупка автомобиля;0;0.48;мужской;0;0;высшее;специалист;>250;0;36;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1203215;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.29;женский;1;0;высшее;менеджер среднего звена;>250;0;9;33;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1203235;Форма банка (без печати работодателя);Покупка автомобиля;0;0.23;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;172;48;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1203255;2НДФЛ;Ремонт;1;0.42;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1203275;2НДФЛ;Ремонт;1;0.16;мужской;0;0;высшее;рабочий;>250;0;87;55;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1203295;Поступление зарплаты на счет;Ремонт;0;0.14;женский;0;0;высшее;специалист;>250;0;8;29;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1203315;Форма банка (без печати работодателя);Ремонт;1;0.26;мужской;1;0;высшее;менеджер высшего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1203335;2НДФЛ;Покупка автомобиля;1;0.25;женский;0;0;высшее;специалист;>250;1;48;28;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1203355;Поступление зарплаты на счет;Покупка автомобиля;0;0.17;женский;0;0;высшее;специалист;>250;0;11;38;Торговля;ООО;женат / замужем;1;1;1;1;0;0.3076923077;0;0;0;0;0;0;5;27;5;0;0;14;101;1;1;0;0;0;0;0
15;1203375;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;высшее;специалист;< 50;0;32;30;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1203395;2НДФЛ;Покупка бытовой техники;0;0.55;женский;0;0;среднее-специальное;специалист;>250;1;70;51;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
